order_value,discount_pct,is_first_time_buyer,customer_past_orders,customer_past_return_rate,size_variant_flag,days_to_deliver,returned,has_return_history,category_beauty,category_electronics,category_fashion,category_grocery,category_home,payment_method_COD,payment_method_UPI,payment_method_card,payment_method_netbanking,delivery_pincode_tier_metro,delivery_pincode_tier_tier2,delivery_pincode_tier_tier3,time_of_day_ordered_afternoon,time_of_day_ordered_evening,time_of_day_ordered_morning,time_of_day_ordered_night
1536.32,0.269,0,5,0.252,0,3,0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1709.11,0.302,1,0,0.24995735361917937,0,2,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
424.73,0.118,0,2,0.036,0,3,0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
3328.09,0.133,0,2,0.507,0,5,0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
687.32,0.078,1,0,0.24995735361917937,0,6,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
1217.92,0.559,1,0,0.24995735361917937,0,6,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
2389.98,0.074,0,2,0.257,0,1,0,1,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
4168.95,0.173,0,1,0.133,0,2,0,1,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
352.56,0.069,0,8,0.131,0,6,1,1,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
5192.11,0.193,0,3,0.03,1,9,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
1497.33,0.127,0,4,0.663,1,6,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
476.74,0.708,0,2,0.444,0,3,0,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
779.82,0.265,0,1,0.04,1,2,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1208.54,0.188,1,0,0.24995735361917937,0,3,0,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
5118.91,0.374,1,0,0.24995735361917937,1,1,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
1322.41,0.361,0,3,0.299,0,3,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1071.18,0.121,0,1,0.069,0,6,0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
20000.0,0.124,0,2,0.271,0,2,0,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
702.22,0.468,0,7,0.074,1,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
545.78,0.111,1,0,0.24995735361917937,1,8,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
250.0,0.239,1,0,0.24995735361917937,1,4,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
3669.14,0.364,0,3,0.201,1,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3122.48,0.09,0,2,0.222,1,5,0,1,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
250.0,0.207,1,0,0.24995735361917937,0,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
331.16,0.598,0,9,0.555,0,1,1,1,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
3099.54,0.062,0,4,0.093,1,2,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
250.0,0.38,0,1,0.278,0,1,0,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
5781.97,0.353,0,1,0.094,0,4,0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
9659.51,0.49,0,8,0.07,0,5,1,1,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
4238.79,0.403,0,3,0.254,0,4,0,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
535.45,0.542,1,0,0.24995735361917937,0,6,1,0,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
1587.55,0.179,0,4,0.321,1,2,0,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
784.78,0.176,0,2,0.134,1,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
2031.71,0.038,0,6,0.21,0,3,0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
11127.25,0.308,0,3,0.374,1,4,0,1,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
1353.27,0.214,0,2,0.104,1,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
740.75,0.063,0,4,0.215,1,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
7081.27,0.335,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
3672.85,0.073,0,8,0.027,0,6,0,1,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
960.52,0.538,0,4,0.231,0,2,0,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
6208.15,0.099,0,4,0.089,1,10,1,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
4840.23,0.407,0,10,0.501,1,3,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
5406.28,0.362,0,3,0.3,0,5,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3334.13,0.318,0,2,0.158,1,4,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
250.0,0.295,0,3,0.195,1,6,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
3572.45,0.161,0,4,0.201,0,6,0,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3341.64,0.153,1,0,0.24995735361917937,0,4,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
430.12,0.571,1,0,0.24995735361917937,1,5,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
750.05,0.313,0,1,0.055,0,2,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
405.96,0.472,0,2,0.308,1,2,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1639.83,0.074,1,0,0.24995735361917937,0,4,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
961.94,0.215,0,3,0.056,0,3,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1267.2,0.199,0,2,0.031,1,4,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
886.11,0.172,1,0,0.24995735361917937,0,8,1,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2058.81,0.429,0,2,0.096,1,1,0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
5696.25,0.161,0,3,0.383,0,5,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1338.24,0.039,0,6,0.313,0,1,0,1,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1381.82,0.361,1,0,0.24995735361917937,0,2,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
2914.35,0.283,0,1,0.132,0,4,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
561.38,0.455,1,0,0.24995735361917937,1,2,0,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1454.08,0.434,1,0,0.24995735361917937,0,2,1,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
256.21,0.392,0,6,0.244,1,1,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
1853.23,0.286,1,0,0.24995735361917937,0,2,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
917.15,0.228,0,7,0.28,1,2,0,1,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
258.06,0.174,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
553.92,0.027,0,4,0.584,0,3,0,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
6889.95,0.519,1,0,0.24995735361917937,0,2,1,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
3194.7,0.211,0,4,0.016,1,3,0,1,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
493.98,0.5,0,4,0.135,0,5,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
709.49,0.393,1,0,0.24995735361917937,1,7,1,0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
902.17,0.164,0,1,0.121,0,2,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1765.8,0.239,0,1,0.334,0,3,1,1,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
967.1,0.264,0,5,0.464,1,5,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
14360.61,0.141,0,1,0.209,1,2,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
2009.96,0.046,1,0,0.24995735361917937,0,2,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
461.28,0.387,1,0,0.24995735361917937,1,2,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
990.87,0.313,0,1,0.0,1,2,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
1073.55,0.37,1,0,0.24995735361917937,0,6,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
498.4,0.357,0,2,0.182,0,7,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
2586.44,0.198,0,4,0.187,0,5,0,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
659.83,0.243,1,0,0.24995735361917937,0,1,1,0,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
844.2,0.139,0,1,0.792,1,5,1,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1867.51,0.321,0,4,0.61,1,5,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
5325.22,0.152,0,2,0.494,1,1,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
1731.51,0.521,1,0,0.24995735361917937,0,1,0,0,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
876.06,0.233,0,3,0.207,0,3,0,1,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
5014.17,0.323,1,0,0.24995735361917937,0,3,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
280.86,0.416,0,7,0.293,0,9,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1471.01,0.073,0,1,0.0,0,3,0,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
439.75,0.087,0,4,0.0,1,4,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
567.35,0.312,0,1,0.313,0,3,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1681.51,0.246,0,1,0.09,0,3,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
6939.01,0.36,0,3,0.163,1,4,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
2128.73,0.411,0,1,0.475,0,4,0,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1040.34,0.053,0,1,0.026,0,3,0,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
304.97,0.49,0,4,0.328,0,2,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2496.52,0.43,0,1,0.399,0,6,0,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
7946.95,0.122,1,0,0.24995735361917937,0,6,0,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
250.0,0.227,1,0,0.24995735361917937,1,4,0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
372.51,0.257,0,5,0.625,0,1,0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
4824.43,0.614,0,2,0.418,1,7,0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
250.0,0.178,0,3,0.363,1,2,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
250.0,0.207,0,2,0.103,1,5,0,1,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
4906.75,0.111,0,8,0.067,0,1,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
2291.42,0.671,0,1,0.298,0,3,0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
340.8,0.027,0,1,0.115,0,9,0,1,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1679.57,0.219,0,2,0.336,0,1,0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
250.0,0.511,0,2,0.0,1,2,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
2559.78,0.326,0,4,0.251,0,2,1,1,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
3445.47,0.333,0,1,0.376,0,4,0,1,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
784.61,0.022,0,1,0.197,1,2,0,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
250.0,0.326,0,9,0.018,0,1,0,1,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
250.0,0.39,1,0,0.24995735361917937,1,8,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
2724.07,0.529,0,3,0.334,1,4,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
712.22,0.267,0,8,0.287,1,3,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
1997.03,0.14,0,3,0.0,0,4,0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
1432.32,0.381,0,10,0.0,1,2,0,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
1143.07,0.044,0,2,0.418,1,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
354.18,0.12,0,3,0.229,0,3,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
594.02,0.406,1,0,0.24995735361917937,0,6,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1767.33,0.281,0,1,0.176,0,3,0,1,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
804.47,0.184,1,0,0.24995735361917937,0,4,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1634.51,0.289,0,1,0.176,1,8,0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
836.32,0.277,0,7,0.305,1,5,1,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
5805.21,0.267,0,5,0.182,0,4,0,1,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
946.32,0.1,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
761.59,0.14,0,3,0.368,1,4,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
1304.56,0.06,0,4,0.299,0,4,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
368.05,0.383,0,5,0.725,0,1,0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
250.0,0.297,0,2,0.327,1,7,0,1,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1776.99,0.194,0,1,0.151,0,1,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
250.0,0.328,0,11,0.092,1,6,1,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
691.27,0.541,1,0,0.24995735361917937,1,3,1,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
5215.89,0.213,0,7,0.165,0,5,0,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
3022.92,0.062,0,3,0.558,0,3,0,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
704.21,0.454,0,6,0.008,0,5,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2271.3,0.106,0,1,0.279,0,3,0,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
2175.35,0.285,0,1,0.361,1,3,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
250.0,0.192,0,9,0.093,0,5,0,1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
5415.98,0.221,1,0,0.24995735361917937,0,1,0,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1132.52,0.12,0,7,0.327,1,5,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
5090.64,0.367,0,9,0.315,1,3,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
335.2,0.05,0,2,0.231,0,4,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
697.25,0.318,0,1,0.0,0,6,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1533.35,0.16,0,3,0.465,0,2,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1807.99,0.324,1,0,0.24995735361917937,0,4,0,0,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
2291.04,0.194,0,1,0.443,1,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
585.89,0.33,0,1,0.257,0,5,0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
501.15,0.044,1,0,0.24995735361917937,0,3,1,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
615.25,0.473,0,2,0.409,1,2,1,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
4814.32,0.461,0,7,0.202,1,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
6291.07,0.446,1,0,0.24995735361917937,0,2,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
8842.52,0.216,1,0,0.24995735361917937,1,4,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1983.09,0.448,0,6,0.152,0,5,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1190.32,0.479,0,2,0.201,0,5,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2339.27,0.199,0,3,0.325,1,8,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1387.51,0.562,0,1,0.179,0,2,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3569.47,0.324,0,3,0.252,1,6,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
2086.39,0.247,0,5,0.336,0,3,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
489.8,0.281,1,0,0.24995735361917937,0,1,0,0,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
675.21,0.504,0,1,0.259,1,5,1,1,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
662.15,0.367,0,9,0.152,0,4,0,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2037.58,0.171,0,1,0.335,0,7,0,1,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
3751.72,0.675,0,5,0.404,0,1,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
776.6,0.064,0,3,0.489,0,5,0,1,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
20000.0,0.75,0,1,0.114,1,3,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
393.25,0.072,1,0,0.24995735361917937,0,5,0,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
553.95,0.411,0,4,0.024,1,2,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
3062.21,0.109,0,1,0.114,0,2,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
3313.46,0.601,0,5,0.196,1,4,0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
6419.41,0.75,0,2,0.443,0,7,0,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
3188.48,0.17,1,0,0.24995735361917937,0,4,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
359.03,0.296,0,5,0.477,0,6,0,1,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
293.64,0.03,0,2,0.228,1,4,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
919.36,0.17,0,4,0.216,1,5,0,1,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1241.73,0.179,0,5,0.147,0,4,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2510.73,0.046,0,8,0.219,0,8,0,1,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
1004.78,0.03,0,10,0.031,0,2,0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
717.7,0.301,0,1,0.248,0,4,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
4354.01,0.195,0,3,0.144,1,5,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
3204.76,0.14,0,3,0.104,0,3,0,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
4226.74,0.064,0,5,0.228,1,7,0,1,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
998.22,0.295,1,0,0.24995735361917937,0,4,1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
1263.25,0.536,1,0,0.24995735361917937,0,3,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
4406.31,0.306,0,2,0.169,0,2,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1385.74,0.095,0,2,0.269,0,6,0,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
1110.12,0.279,1,0,0.24995735361917937,0,10,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
888.55,0.649,0,6,0.305,0,4,0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
1480.85,0.136,0,2,0.26,0,5,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
672.51,0.522,0,1,0.446,0,8,0,1,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
4842.93,0.344,0,1,0.156,0,1,0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3829.27,0.256,0,7,0.209,1,5,1,1,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
437.7,0.224,0,4,0.127,0,3,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1739.23,0.216,0,1,0.543,0,4,0,1,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
1931.92,0.296,0,5,0.171,1,4,0,1,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2613.33,0.473,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
480.06,0.078,0,4,0.389,1,1,1,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
306.46,0.292,0,3,0.404,0,3,0,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1865.99,0.096,1,0,0.24995735361917937,0,2,0,0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
5314.32,0.28,0,2,0.149,0,2,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
5009.49,0.188,0,5,0.254,1,5,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1021.24,0.112,0,2,0.206,0,5,0,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1128.51,0.312,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
9143.39,0.177,0,3,0.378,0,1,0,1,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
3276.24,0.248,0,6,0.321,0,5,0,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
250.0,0.572,1,0,0.24995735361917937,0,4,1,0,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1584.17,0.097,0,2,0.219,0,4,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
324.48,0.34,0,4,0.296,0,5,0,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2176.29,0.259,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
3515.14,0.396,0,3,0.351,0,4,0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
250.0,0.25,0,8,0.417,0,7,0,1,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1114.2,0.129,0,1,0.532,0,3,0,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
486.37,0.311,1,0,0.24995735361917937,0,1,0,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
3379.23,0.318,0,3,0.248,0,2,0,1,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
514.78,0.172,0,2,0.449,0,2,0,1,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
3137.2,0.086,0,6,0.219,0,3,0,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
320.29,0.283,0,2,0.21,0,5,0,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
250.0,0.456,1,0,0.24995735361917937,0,2,1,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6707.55,0.234,0,2,0.188,1,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1122.75,0.082,0,2,0.151,0,6,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1039.89,0.621,0,2,0.006,1,2,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
1507.19,0.313,0,4,0.397,1,4,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
669.94,0.081,0,3,0.251,0,3,0,1,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
1544.93,0.259,0,1,0.712,1,4,0,1,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
3125.22,0.29,1,0,0.24995735361917937,0,1,1,0,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
452.94,0.311,0,3,0.231,1,2,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1570.21,0.657,0,1,0.699,1,5,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
3531.23,0.632,1,0,0.24995735361917937,0,2,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2611.46,0.22,1,0,0.24995735361917937,1,2,1,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
1907.54,0.187,0,5,0.28,1,2,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
2566.18,0.186,0,3,0.228,0,4,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2629.93,0.64,0,1,0.038,0,8,0,1,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
1492.46,0.405,0,1,0.198,0,3,0,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1107.87,0.399,0,4,0.267,0,7,0,1,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
11724.07,0.117,0,1,0.436,0,6,0,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
538.04,0.149,0,1,0.191,0,1,0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2936.86,0.086,0,1,0.331,0,6,0,1,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
1774.9,0.011,0,1,0.12,0,4,0,1,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
