order_id,customer_id,risk_probability,action_taken,explanation,decision_threshold_used,model_version,timestamp
688810a8-ddeb-495f-a7a0-5333f1eb3070,c93c6de8-9490-43c9-a1b4-b58f531b4584,0.059,auto_approve,Elevated risk driven by: home category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
0ac6ce6e-156f-4303-a4e0-52cace8880d6,72cb42d3-62b2-4036-9300-940e8c49efed,0.0705,auto_approve,"Elevated risk driven by: unusually low order value, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e16972a7-2c45-4478-8223-9e0376e14255,c904ec2c-7f29-484b-be4f-044c07d7f538,0.2217,flag_for_review,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
68e8fed4-10f3-43bd-bc35-13798346fd75,b2260d18-fffa-4383-9ce1-cdafe986cab2,0.2704,flag_for_review,"Elevated risk driven by: COD payment, customer's return history, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
dade4669-0288-469b-9683-d53b7f729fd4,dbcfa484-3e27-41f3-a2d5-0bd20054c665,0.2599,flag_for_review,"Elevated risk driven by: COD payment, unusually low order value, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e1cafcb2-9d0d-4dc6-a38d-250394e4c876,61e68552-c2ac-46ab-b349-d5252a071eca,0.0222,auto_approve,"Elevated risk driven by: size-dependent item, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
77cce043-e8b1-4aa5-bc46-2900ad33da93,ac0ed3da-6d79-4329-959d-5629884008b4,0.219,flag_for_review,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
81590af3-ec27-4f02-ba12-f65387065415,e74e41e1-1b1e-4e1a-9aad-d93cdf8b9285,0.3905,flag_for_review,"Elevated risk driven by: no prior return history available, first-time buyer, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
9c71030b-2f28-4193-93ea-8e3dc8bb906a,957f8462-6bb6-488c-8360-f0a6cde9bfec,0.1504,auto_approve,"Elevated risk driven by: home category, unusually low order value, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
be284f26-de45-4ee0-ad1d-a73b74d8b661,0d97a473-7744-497c-a705-b50705c3cb43,0.0535,auto_approve,Elevated risk driven by: customer's return history,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
530cb5e7-d95e-4078-8869-25de700dab3a,48242df6-6544-46ca-8243-b23028d6d805,0.0544,auto_approve,"Elevated risk driven by: COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
0df0aa87-64e7-44d1-a040-8df53b5ad61e,1c72fd9b-a412-4c8d-8074-a48984ddf5a0,0.2127,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
492de7f6-b270-47ed-aa78-60983d9b19f5,655939ad-e641-46e9-b845-a0fdb86630d0,0.1223,auto_approve,"Elevated risk driven by: unusually low order value, customer's return history, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e4a95ec0-e14a-4e18-a162-de0a9c82cef9,b0766d31-1a36-4d3f-a85e-96413fb52d53,0.4189,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
1277234e-4424-4334-aee0-2230d07e0c50,87699cd8-cca3-418f-9a3e-144a0cbaca68,0.023,auto_approve,Elevated risk driven by: home category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
ed64abe0-10df-4b9d-9142-838e6407f3b4,19f89160-63b2-481c-a0e9-e6433dfc7007,0.0731,auto_approve,"Elevated risk driven by: customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
08583c35-0091-4c9a-b100-363d6f1110e4,bd1084dd-629c-4150-a764-2ccea032f578,0.2718,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
ea1a2e64-5a65-4d12-ab55-5dc624b880f7,4c19ca15-e9d8-445e-9a4a-ef49bd34d343,0.0907,auto_approve,"Elevated risk driven by: large discount, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
8ef9246e-b249-4fae-b722-c3e62972c0ea,f04fffa3-5b04-4da0-9f3b-8a6b87fc1e74,0.1099,auto_approve,"Elevated risk driven by: home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
57de06e3-16f0-4d52-a1be-eb2463b8e1da,e7003096-072a-48a6-8f1e-8ff340a5abf6,0.177,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
cbc2b3d0-0d83-498a-a103-9b3e47071920,8506b021-403c-46b4-ab99-86649962eacc,0.054,auto_approve,Elevated risk driven by: large discount,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c77c4c3a-cb26-4693-875a-cc7896a955f9,98f128ba-5f7a-45ba-b9fd-4d3978030042,0.2389,flag_for_review,"Elevated risk driven by: size-dependent item, large discount, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
75e6efba-059c-46d1-ad65-897148a09f67,1430da84-3676-4e2f-a20c-58786ed1d466,0.3835,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
f85ec0a9-7893-4555-a2f2-8b5da2dec917,6c56ea03-6f25-465a-8841-c114051cab81,0.0745,auto_approve,"Elevated risk driven by: large discount, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
164ee635-5dad-4dd3-af91-480b105d62a4,a08bc761-e2d2-46cc-952a-3d23d15d5fac,0.0891,auto_approve,"Elevated risk driven by: large discount, COD payment",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
49c01dd2-b4e9-44a4-a6ad-08cfbdeda239,887cd766-18e3-4ea8-a875-45653621258e,0.7502,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, no prior return history available",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
60a4df37-ee0a-4f45-92a3-8fc3d121d468,8072997b-4154-420b-b82c-3e57d37444e3,0.0616,auto_approve,"Elevated risk driven by: unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
b65857d1-dac3-4c0f-a2cc-6fd0087b35cd,fcad361d-37b1-48e4-ba15-27f5efd12bd2,0.3353,flag_for_review,"Elevated risk driven by: large discount, size-dependent item, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
0cc7ca67-e7d9-4650-ac35-e473f6c39c01,5f5314c7-cefe-45fd-a710-e0c0948777d5,0.2567,flag_for_review,"Elevated risk driven by: COD payment, unusually low order value, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
fe301349-50a6-4835-9436-da8d247f2536,76e3ab4e-0d33-4910-81b9-f0f04685b7d6,0.0283,auto_approve,Elevated risk driven by: unusually low order value,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
0df2e7a5-8b1f-45ba-ad5e-71bab2f74214,f798ef7e-e2a3-4c54-b902-894eaf540d62,0.2323,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
8532ac36-38be-4803-95ad-2d3dd0e801bb,b6da0c58-e09f-4c64-b488-90dde3c22bf1,0.1549,auto_approve,"Elevated risk driven by: COD payment, home category, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
7408869a-84e0-49eb-b0a8-323a42dfddce,6ee40732-6232-4eb1-8f91-0cda941780d6,0.1093,auto_approve,"Elevated risk driven by: COD payment, large discount, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
5a5a26cd-93bf-469b-9d06-2d43cb545655,21644b40-c53f-493e-af3f-29e3483e3d9b,0.1037,auto_approve,"Elevated risk driven by: size-dependent item, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
73a637e0-36da-40a5-9004-249917256218,896a9142-c32d-4e97-8656-8e4c80bb0c0e,0.0091,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
378826af-1ba0-4b38-963f-9c3c841c2b2e,f7243914-f259-4b3f-b4da-cc523ff04815,0.3536,flag_for_review,"Elevated risk driven by: large discount, size-dependent item, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
bbac052b-4db6-4d4e-871f-cb16f14611f8,eb3734e7-2db1-4ac4-b236-df094ae1a077,0.4848,flag_for_review,"Elevated risk driven by: large discount, COD payment, no prior return history available",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e317aad9-bd6b-413a-83c9-db9c2577734c,b04a7536-4686-417f-a655-22380d452828,0.1831,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
fe80a235-a045-41db-b002-e61ba4562cc5,4a210397-e8f5-48f0-9b24-1863f194f342,0.3636,flag_for_review,"Elevated risk driven by: customer's return history, large discount, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
f04e4961-57d3-4b9b-b452-ce0ea40a4dd8,9e9db8b8-b527-46e0-9e4b-211ffcef38a3,0.1067,auto_approve,"Elevated risk driven by: customer's return history, beauty category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
35b0edda-20c9-4ed9-b8fa-ab518778fc59,939f477a-622d-443e-a4ab-1b6fbd126f85,0.279,flag_for_review,"Elevated risk driven by: customer's return history, COD payment, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
7e6c06ca-d36f-4eb5-8042-09131b306cd3,6691be4b-2f05-471e-880b-641b361f736f,0.3054,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
1457048d-0c62-4fbe-bb65-49d22c06820d,ef114af5-d327-4f43-b130-12fc88eb3ef9,0.1225,auto_approve,"Elevated risk driven by: tier3 delivery area, unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
540d631d-741e-420e-bb2d-3ab24aa9c4d8,a8c6166f-038a-4ae7-b54d-f52288d81a93,0.063,auto_approve,Elevated risk driven by: large discount,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
06b20e9f-cdb4-4de2-a47c-746be29efb0b,d684615e-b5d2-4dff-856f-f7aa94f57139,0.0476,auto_approve,"Elevated risk driven by: large discount, unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
ebba6b1c-0bd1-4d21-a347-81579112061f,dcd75ca6-e384-4d4a-a240-2cf7f4192ed6,0.1463,auto_approve,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
62a8dd73-1c43-4833-9801-36a16229d770,4c3650cb-e088-4c11-a624-1102a42ebe08,0.3285,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
56a51388-6965-4aa8-848b-938c578c6634,c82ff35e-d4c0-40e3-8dbc-ce7b5a246eb2,0.0935,auto_approve,"Elevated risk driven by: home category, unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
63924aab-f059-49ef-a524-842c7170226a,115b599a-217b-402c-bf2e-d673a28b8b6a,0.4796,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
8c3963cb-7835-45f2-9a7a-c1bc52f8bc18,b2260d18-fffa-4383-9ce1-cdafe986cab2,0.0821,auto_approve,"Elevated risk driven by: COD payment, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
dc13998e-65c4-4b7b-8a76-f6085c5c5739,6c56ea03-6f25-465a-8841-c114051cab81,0.0586,auto_approve,"Elevated risk driven by: unusually low order value, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
bcdb6bfd-d099-4afc-b998-76f91d1723c9,023b9e7c-1296-4744-8d72-4287487c387a,0.057,auto_approve,Elevated risk driven by: home category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
6c7186cf-0c96-415b-804f-b09631408c07,74a60004-5880-40d4-977a-6eec71073670,0.3098,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
624a11d1-63b5-4bf9-9d97-205d917843a7,50dc3803-1af4-4a0a-8917-ca0e73db20ad,0.0319,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
fd6ee559-c5ae-475b-8b09-47f2ab0adee5,8072997b-4154-420b-b82c-3e57d37444e3,0.3032,flag_for_review,"Elevated risk driven by: no prior return history available, first-time buyer, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c69421a6-720f-40d6-a44c-bdbf5485cb08,e0be4c42-c5d2-46e6-98a3-f57143c81929,0.0371,auto_approve,"Elevated risk driven by: large discount, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
7acbb89a-bb1a-45d2-9a7d-3ec2a3903755,ec513aca-b3ea-457e-b9fd-46a0fbbd0108,0.292,flag_for_review,"Elevated risk driven by: COD payment, tier3 delivery area, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
a7ad8e43-e27d-487d-a58d-390fc2855440,ae9132eb-6eff-473e-998e-0c039ce43cc7,0.0219,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e31dedd8-bb34-4f92-acdc-63355153bc17,3661a905-c2f5-441f-8a96-b261c579bc9c,0.2461,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
a279d916-1b1a-4a94-aceb-c63748cbea10,1f06f63a-b4b1-4b03-bfcd-0334b93f8852,0.0242,auto_approve,Elevated risk driven by: home category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e974f596-22e8-46e4-8f84-800f0235c2c3,7577f5f5-f434-4ba2-be8d-bc819a90aa7d,0.3021,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
a6915b63-40db-4b7e-8d0f-cd1788d2db4d,866a73ad-aed0-45a7-8aa9-0f977637a9ea,0.1967,flag_for_review,"Elevated risk driven by: COD payment, unusually low order value, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
55cb0b4c-4a4d-4576-869d-abefa4f175d4,54179b75-2c75-4ee9-90ff-b2d3cf2eeccf,0.1983,flag_for_review,"Elevated risk driven by: no prior return history available, first-time buyer, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
aaa61251-2398-4860-a248-002007220dc4,530bbe2d-ad3a-48f9-bc50-6461db39ef79,0.3657,flag_for_review,"Elevated risk driven by: customer's return history, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
267190e3-b6bb-4fc8-a398-d3e2e5b2b56f,f04fffa3-5b04-4da0-9f3b-8a6b87fc1e74,0.1105,auto_approve,"Elevated risk driven by: beauty category, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c9737b42-f8e8-4945-9283-fde51cd74ac3,921630a5-4228-4ca0-bb9f-b2ff9f27a03d,0.2869,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
077372f1-2842-428a-9a1d-85823dc9fe7e,bd1084dd-629c-4150-a764-2ccea032f578,0.0569,auto_approve,"Elevated risk driven by: large discount, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
41196d47-563b-40b7-979a-e1ffffe6ca7f,fa6a8767-7e2a-4113-bdf9-a05ed044b7d7,0.3284,flag_for_review,"Elevated risk driven by: size-dependent item, large discount, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
423b072c-2d84-4f4c-9c12-128224bac0cb,c098bafa-20a7-4c6c-9fce-d433c8e83be7,0.2439,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
d170ad6a-fa80-4076-8be2-a8f5c701e4f1,f04fffa3-5b04-4da0-9f3b-8a6b87fc1e74,0.2672,flag_for_review,"Elevated risk driven by: size-dependent item, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
76784d60-ddd1-4cb0-afc4-017a9b2e4c35,bcb984b1-9b6a-4ffd-b13b-a1e84be1d9a9,0.0398,auto_approve,"Elevated risk driven by: customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
d71b2aab-bfc8-4f52-a519-d1157d0f33f2,dcd75ca6-e384-4d4a-a240-2cf7f4192ed6,0.0356,auto_approve,Elevated risk driven by: fashion category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
7275dd62-4642-4a68-8034-b6bdeacfe2f5,c374153f-8010-41bf-a4e6-86be1a997f05,0.0592,auto_approve,"Elevated risk driven by: beauty category, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
ac22b266-265e-498f-a266-16f5cd9f534d,264713e0-0ea7-4880-9795-f6f977d4d71c,0.0382,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
5def01cb-e968-4d39-b763-1ad2ae8c2542,f04fffa3-5b04-4da0-9f3b-8a6b87fc1e74,0.146,auto_approve,"Elevated risk driven by: home category, unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
0b0ef38e-360c-4dc3-a393-32233c9fb68f,8779fb27-f743-4810-ab5b-061f3407a98f,0.0377,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
39f1d482-fe9a-44e4-9698-73bd79dc9d17,f74f5f38-4a81-4aea-bf60-656090b1e510,0.121,auto_approve,"Elevated risk driven by: size-dependent item, fashion category, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
171c4d9f-ae57-4288-b707-2cda18743358,b2260d18-fffa-4383-9ce1-cdafe986cab2,0.2912,flag_for_review,"Elevated risk driven by: COD payment, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
71bb6fed-3930-4b43-8cd2-acd2ee1a0e3c,c3667960-275a-45b2-a2fb-3c154cf68002,0.2564,flag_for_review,"Elevated risk driven by: COD payment, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
744df67e-9729-4731-ad6e-a47f622bc14b,13fe080b-d69d-443e-a712-766c682faa59,0.1486,auto_approve,"Elevated risk driven by: customer's return history, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
537ca1f0-4f02-4876-bae9-36f1ab0ede6b,f1922c32-2521-4e63-8787-5b9056553ff0,0.1485,auto_approve,"Elevated risk driven by: no prior return history available, first-time buyer, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
6a91b5b1-013d-4ead-ba2a-e4a3b1186ef3,617c2dac-ff86-4a50-b68a-9e92a81ce5c4,0.2339,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
2a9fd0a7-b355-49a2-a457-9694b6814e40,937f81a2-0c57-467d-869e-aaae2412816a,0.3115,flag_for_review,"Elevated risk driven by: COD payment, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
48338223-61cc-46de-8348-cc88b9b9761b,b66a45c1-7406-4950-a677-2ee579e724f2,0.1193,auto_approve,"Elevated risk driven by: customer's return history, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
25dc8c19-68ab-41eb-98c8-6c7ff32559ab,82715f5b-0eb8-4809-b878-05fd95a15158,0.3113,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
b73ae049-32a2-41e5-8488-b53f95fb786b,cf09efdd-9b76-468d-becb-ce883bda3a35,0.065,auto_approve,"Elevated risk driven by: fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
77a6a155-d7f1-4bc0-bd1d-81f3af83625d,ad87b3e3-8b3e-438e-8994-51127b85c296,0.1428,auto_approve,"Elevated risk driven by: home category, unusually low order value, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
070e2b30-ad7c-4a9c-9f3d-15a33a06206b,f04fffa3-5b04-4da0-9f3b-8a6b87fc1e74,0.0974,auto_approve,"Elevated risk driven by: customer's return history, large discount, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
4fb45ebb-3a4f-4470-b245-41f81908757e,3f175ef7-cb46-404c-ae55-2d22b3544172,0.3351,flag_for_review,"Elevated risk driven by: size-dependent item, large discount, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
0779538e-a7f6-4965-afd9-e9408a14124f,ab402b2b-f644-4050-9b7a-256960a2b70d,0.0612,auto_approve,Elevated risk driven by: fashion category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
0a2c6f94-b510-41f1-99ed-f4110e955b19,31f53599-3fbf-4d54-b360-4ebd731496d0,0.2431,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
46e7a713-a740-4382-a84f-3c87016792fa,72cb42d3-62b2-4036-9300-940e8c49efed,0.1309,auto_approve,"Elevated risk driven by: size-dependent item, fashion category, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
1b0d5451-f55c-4845-b09f-97f0328b91f0,02a9477e-48f9-41c5-b992-a167ea1cd57a,0.1845,flag_for_review,"Elevated risk driven by: unusually low order value, home category, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
b9243ca9-a3d1-4c29-b2aa-0a7bc1b4696e,4c19ca15-e9d8-445e-9a4a-ef49bd34d343,0.2263,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
3b54a8f0-026c-4f8c-88ee-bf8d88247c1a,eb671c1e-81f6-496c-b68d-49ea47acde37,0.5259,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
ae1b84d9-c950-4a5e-b048-0f4bb111b728,3f175ef7-cb46-404c-ae55-2d22b3544172,0.209,flag_for_review,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
968875ae-7522-4601-8e1d-a6f2c79386e3,eb671c1e-81f6-496c-b68d-49ea47acde37,0.1042,auto_approve,"Elevated risk driven by: COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
a7d5e6e1-eb9c-425f-944a-846308ee08ed,e337d2a3-6032-4e1f-8ce4-a81121aa131e,0.2672,flag_for_review,"Elevated risk driven by: COD payment, home category, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
fcbab4a3-a3c2-45f1-9491-c9ea28cdef9c,8a7bf34d-9d61-4999-8d1b-d6f21ee9140e,0.3189,flag_for_review,"Elevated risk driven by: COD payment, tier3 delivery area, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
cce00f20-3254-498d-be9d-0af6f6413cef,73a298d3-d463-4abb-8029-d3de23df5627,0.0693,auto_approve,"Elevated risk driven by: home category, tier3 delivery area, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
b94115a2-8bee-4d54-bc9c-790ba0b2df07,47cb53b5-07a8-4133-916b-09b281c51f88,0.3992,flag_for_review,"Elevated risk driven by: COD payment, customer's return history, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c5259bd4-6142-40db-bb3b-3ebcb7432571,7d8ad8e7-c1a0-4266-8d87-cac7c06a3728,0.3315,flag_for_review,"Elevated risk driven by: COD payment, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
5198e0bd-3670-4e04-bc99-b45e8ea85fca,13305eb5-fa9e-4ad0-82e5-51bd1825bb0e,0.1599,auto_approve,"Elevated risk driven by: no prior return history available, first-time buyer, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
a50a7b49-a05a-4b14-a61e-f9ff7106943d,e5a6b7a7-ed88-4924-9865-37d2498eaca8,0.8383,flag_for_review,"Elevated risk driven by: size-dependent item, large discount, COD payment",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
33a611b2-e9ce-487a-9fb1-889dd441d912,1db38876-5057-4dcc-8f89-d7e790129fe8,0.0899,auto_approve,"Elevated risk driven by: tier3 delivery area, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
40c67a9a-8833-4edf-ad30-9afbc638a535,f798ef7e-e2a3-4c54-b902-894eaf540d62,0.1931,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
1a621d38-3dc9-457e-a30c-21d05f405b0f,b732b9b1-5184-4f45-af4d-630b007d8b56,0.0404,auto_approve,Elevated risk driven by: customer's return history,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
ee91213c-13e7-40a6-8f04-afb6cfcd6ec2,4c19ca15-e9d8-445e-9a4a-ef49bd34d343,0.0185,auto_approve,"Elevated risk driven by: COD payment, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
5dc226aa-96d4-42af-9d5c-b85b44b30f42,2022f5c1-083c-4c40-93e7-f3bf5ca21797,0.3008,flag_for_review,"Elevated risk driven by: large discount, COD payment, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
75d1d4d6-92bc-4242-ace4-116432555fa1,3b79a3c2-0050-44b1-b160-fa6030908748,0.0187,auto_approve,Elevated risk driven by: unusually low order value,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
5f604127-91b3-4812-92d8-d721002f5c69,fdebca3c-4db6-45f9-aecf-5b0e2d82bf66,0.2925,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
